conteudo_id,titulo,tipo,categoria,nivel,carga_horaria_min,data_publicacao,descricao,autor
440,Especialização em Visão Computacional e Processamento de Imagens com Projetos Práticos,Curso,Inteligência Artificial,Avançado,1943,2024-10-06,"Neste curso aprofundado, você aprenderá de forma estruturada sobre Visão Computacional e Processamento de Imagens. O treinamento abrange tópicos de nível avançado, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em Inteligência Artificial.",Eng. Rodrigo Alves Mendonça
441,Análise Comparativa e Padrões Recomendados em Controle de Acesso Baseado em Papéis (RBAC),Artigo,Segurança & Governança,Básico,11,2024-07-03,"Artigo técnico detalhado que explora Controle de Acesso Baseado em Papéis (RBAC) sob uma ótica técnica e conceitual. Focado em nível básico, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em Segurança & Governança.",Prof. Diego Henrique Barros
442,Masterclass de Refatoração de Código e Padrões PEP 8 para Projetos Reais,Curso,Programação & Software,Avançado,1665,2025-09-23,"Neste curso aprofundado, você aprenderá de forma estruturada sobre Refatoração de Código e Padrões PEP 8. O treinamento abrange tópicos de nível avançado, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em Programação & Software.",Dra. Camila Guimarães Rocha
443,Melhores Práticas e Arquitetura de Replicação e Tolerância a Falhas no PostgreSQL,Vídeo,Banco de Dados,Básico,40,2024-06-16,"Vídeo prático e objetivo apresentando a aplicação de Replicação e Tolerância a Falhas no PostgreSQL. Em formato hands-on com nível básico, o conteúdo demonstra resolução de problemas reais, passo a passo detalhado e dicas essenciais de implementação para acelerar seu domínio em Banco de Dados.",Eng. Patrícia Moreira Viana
444,Melhores Práticas e Arquitetura de Estratégias de Indexação e Performance de Bancos,Vídeo,Banco de Dados,Avançado,112,2025-03-05,"Vídeo prático e objetivo apresentando a aplicação de Estratégias de Indexação e Performance de Bancos. Em formato hands-on com nível avançado, o conteúdo demonstra resolução de problemas reais, passo a passo detalhado e dicas essenciais de implementação para acelerar seu domínio em Banco de Dados.",Prof. Diego Henrique Barros
445,Masterclass de Clusterização e Segmentação de Perfis para Projetos Reais,Curso,Ciência de Dados,Intermediário,637,2025-01-10,"Neste curso aprofundado, você aprenderá de forma estruturada sobre Clusterização e Segmentação de Perfis. O treinamento abrange tópicos de nível intermediário, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em Ciência de Dados.",Prof. Diego Henrique Barros
446,Análise Comparativa e Padrões Recomendados em Monitoramento com Prometheus e Grafana,Artigo,DevOps & Cloud,Básico,24,2025-12-09,"Artigo técnico detalhado que explora Monitoramento com Prometheus e Grafana sob uma ótica técnica e conceitual. Focado em nível básico, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em DevOps & Cloud.",Dra. Juliana Martins Fontes
447,Masterclass de Linhagem de Dados e Rastreabilidade de Origem para Projetos Reais,Curso,Segurança & Governança,Avançado,1790,2024-08-24,"Neste curso aprofundado, você aprenderá de forma estruturada sobre Linhagem de Dados e Rastreabilidade de Origem. O treinamento abrange tópicos de nível avançado, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em Segurança & Governança.",Profa. Carla Antunes Silveira
448,Especialização em Fundamentos de Deep Learning com PyTorch com Projetos Práticos,Curso,Inteligência Artificial,Básico,229,2026-05-19,"Neste curso aprofundado, você aprenderá de forma estruturada sobre Fundamentos de Deep Learning com PyTorch. O treinamento abrange tópicos de nível básico, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em Inteligência Artificial.",Eng. Thiago Pinheiro Borges
449,Deep Dive Ep. 108: Casos de Sucesso em Design de Dashboards e Eliminação de Chartjunk,Podcast,Business Intelligence,Básico,78,2025-07-16,"Episódio enriquecedor com debates aprofundados sobre Design de Dashboards e Eliminação de Chartjunk. Nesta gravação para o público de nível básico, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em Business Intelligence.",Profa. Beatriz Helena Nogueira
450,Construindo Aplicações Robustas com Governança e Padronização de Painéis de Indicadores,Curso,Business Intelligence,Avançado,1215,2025-09-17,"Neste curso aprofundado, você aprenderá de forma estruturada sobre Governança e Padronização de Painéis de Indicadores. O treinamento abrange tópicos de nível avançado, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em Business Intelligence.",Profa. Beatriz Helena Nogueira
451,Como Obter Alta Performance Utilizando Otimização de Consultas SQL com EXPLAIN ANALYZE,Artigo,Banco de Dados,Básico,15,2024-11-05,"Artigo técnico detalhado que explora Otimização de Consultas SQL com EXPLAIN ANALYZE sob uma ótica técnica e conceitual. Focado em nível básico, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em Banco de Dados.",Eng. Rodrigo Alves Mendonça
452,Tech Talk Ep. 138: Melhores Práticas em Métricas de Avaliação de Modelos Preditivos,Podcast,Ciência de Dados,Avançado,62,2025-03-07,"Episódio enriquecedor com debates aprofundados sobre Métricas de Avaliação de Modelos Preditivos. Nesta gravação para o público de nível avançado, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em Ciência de Dados.",Profa. Beatriz Helena Nogueira
453,Especialização em Armazenamento de Documentos com MongoDB com Projetos Práticos,Curso,Banco de Dados,Básico,360,2025-03-11,"Neste curso aprofundado, você aprenderá de forma estruturada sobre Armazenamento de Documentos com MongoDB. O treinamento abrange tópicos de nível básico, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em Banco de Dados.",Eng. Felipe Siqueira Castro
454,Arquitetura & Código Ep. 122: Inovações em Processamento Distribuído com Apache Spark,Podcast,Engenharia de Dados,Básico,60,2024-09-15,"Episódio enriquecedor com debates aprofundados sobre Processamento Distribuído com Apache Spark. Nesta gravação para o público de nível básico, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em Engenharia de Dados.",Dr. Marcelo Silveira Neves
455,Princípios Essenciais e Arquitetura de Engenharia de Prompts e Agentes Inteligentes,Artigo,Inteligência Artificial,Avançado,16,2026-01-07,"Artigo técnico detalhado que explora Engenharia de Prompts e Agentes Inteligentes sob uma ótica técnica e conceitual. Focado em nível avançado, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em Inteligência Artificial.",Prof. Diego Henrique Barros
456,Especialização em Embeddings Vetoriais e Representação Semântica com Projetos Práticos,Curso,Inteligência Artificial,Básico,275,2025-05-27,"Neste curso aprofundado, você aprenderá de forma estruturada sobre Embeddings Vetoriais e Representação Semântica. O treinamento abrange tópicos de nível básico, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em Inteligência Artificial.",Eng. Patrícia Moreira Viana
457,Construindo Aplicações Robustas com Gerenciamento de Ambientes e Segredos em Nuvem,Curso,DevOps & Cloud,Intermediário,626,2026-01-21,"Neste curso aprofundado, você aprenderá de forma estruturada sobre Gerenciamento de Ambientes e Segredos em Nuvem. O treinamento abrange tópicos de nível intermediário, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em DevOps & Cloud.",Eng. Bruno César Pires
458,Masterclass de Busca Vetorial com pgvector e Índices HNSW para Projetos Reais,Curso,Banco de Dados,Avançado,1967,2025-12-10,"Neste curso aprofundado, você aprenderá de forma estruturada sobre Busca Vetorial com pgvector e Índices HNSW. O treinamento abrange tópicos de nível avançado, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em Banco de Dados.",Eng. Patrícia Moreira Viana
459,Como Obter Alta Performance Utilizando Tipagem Estática e Boas Práticas com Mypy,Artigo,Programação & Software,Básico,12,2026-01-23,"Artigo técnico detalhado que explora Tipagem Estática e Boas Práticas com Mypy sob uma ótica técnica e conceitual. Focado em nível básico, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em Programação & Software.",Eng. Patrícia Moreira Viana
460,Guia Definitivo e Boas Práticas sobre Transações ACID e Controle de Concorrência,Artigo,Banco de Dados,Básico,5,2024-04-27,"Artigo técnico detalhado que explora Transações ACID e Controle de Concorrência sob uma ótica técnica e conceitual. Focado em nível básico, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em Banco de Dados.",Prof. Gabriel Santana Ribeiro
461,Masterclass de Estratégias de Indexação e Performance de Bancos para Projetos Reais,Curso,Banco de Dados,Intermediário,1304,2024-04-04,"Neste curso aprofundado, você aprenderá de forma estruturada sobre Estratégias de Indexação e Performance de Bancos. O treinamento abrange tópicos de nível intermediário, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em Banco de Dados.",Prof. Gabriel Santana Ribeiro
462,Princípios Essenciais e Arquitetura de Ambientes Reprodutíveis para Aplicações de Dados,Artigo,DevOps & Cloud,Intermediário,27,2025-06-27,"Artigo técnico detalhado que explora Ambientes Reprodutíveis para Aplicações de Dados sob uma ótica técnica e conceitual. Focado em nível intermediário, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em DevOps & Cloud.",Dra. Mariana Vasconcelos
463,Solucionando Desafios do Dia a Dia em Integração Híbrida PostgreSQL e NoSQL MongoDB,Vídeo,Banco de Dados,Básico,29,2026-03-22,"Vídeo prático e objetivo apresentando a aplicação de Integração Híbrida PostgreSQL e NoSQL MongoDB. Em formato hands-on com nível básico, o conteúdo demonstra resolução de problemas reais, passo a passo detalhado e dicas essenciais de implementação para acelerar seu domínio em Banco de Dados.",Dra. Renata Figueiredo Melo
464,Princípios Essenciais e Arquitetura de Processamento Distribuído com Apache Spark,Artigo,Engenharia de Dados,Básico,9,2024-05-23,"Artigo técnico detalhado que explora Processamento Distribuído com Apache Spark sob uma ótica técnica e conceitual. Focado em nível básico, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em Engenharia de Dados.",Eng. Felipe Siqueira Castro
465,Princípios Essenciais e Arquitetura de Práticas de DataOps e Qualidade de Dados,Artigo,Engenharia de Dados,Avançado,13,2026-06-17,"Artigo técnico detalhado que explora Práticas de DataOps e Qualidade de Dados sob uma ótica técnica e conceitual. Focado em nível avançado, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em Engenharia de Dados.",Dr. Marcelo Silveira Neves
466,Guia Definitivo e Boas Práticas sobre Otimização de Consultas SQL com EXPLAIN ANALYZE,Artigo,Banco de Dados,Avançado,15,2025-08-09,"Artigo técnico detalhado que explora Otimização de Consultas SQL com EXPLAIN ANALYZE sob uma ótica técnica e conceitual. Focado em nível avançado, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em Banco de Dados.",Prof. Elmo Batista de Faria
467,Análise Comparativa e Padrões Recomendados em Monitoramento com Prometheus e Grafana,Artigo,DevOps & Cloud,Intermediário,29,2025-07-12,"Artigo técnico detalhado que explora Monitoramento com Prometheus e Grafana sob uma ótica técnica e conceitual. Focado em nível intermediário, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em DevOps & Cloud.",Prof. Gabriel Santana Ribeiro
468,Análise Comparativa e Padrões Recomendados em Modelagem e Agregações Analíticas no SQL Lab,Artigo,Business Intelligence,Básico,24,2025-08-19,"Artigo técnico detalhado que explora Modelagem e Agregações Analíticas no SQL Lab sob uma ótica técnica e conceitual. Focado em nível básico, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em Business Intelligence.",Prof. Elmo Batista de Faria
469,Como Obter Alta Performance Utilizando Sistemas de Recomendação por Similaridade,Artigo,Inteligência Artificial,Intermediário,27,2024-08-06,"Artigo técnico detalhado que explora Sistemas de Recomendação por Similaridade sob uma ótica técnica e conceitual. Focado em nível intermediário, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em Inteligência Artificial.",Eng. Felipe Siqueira Castro
470,Masterclass de Auditoria e Monitoramento de Logs de Acesso para Projetos Reais,Curso,Segurança & Governança,Intermediário,863,2025-02-06,"Neste curso aprofundado, você aprenderá de forma estruturada sobre Auditoria e Monitoramento de Logs de Acesso. O treinamento abrange tópicos de nível intermediário, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em Segurança & Governança.",Dra. Camila Guimarães Rocha
471,Análise Comparativa e Padrões Recomendados em APIs RESTful de Alta Performance com FastAPI,Artigo,Programação & Software,Intermediário,6,2026-03-23,"Artigo técnico detalhado que explora APIs RESTful de Alta Performance com FastAPI sob uma ótica técnica e conceitual. Focado em nível intermediário, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em Programação & Software.",Eng. Patrícia Moreira Viana
472,"Especialização em Métricas de Engajamento, Retenção e Conversão com Projetos Práticos",Curso,Business Intelligence,Básico,464,2024-05-22,"Neste curso aprofundado, você aprenderá de forma estruturada sobre Métricas de Engajamento, Retenção e Conversão. O treinamento abrange tópicos de nível básico, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em Business Intelligence.",Dr. Marcelo Silveira Neves
473,Masterclass de Linhagem de Dados e Rastreabilidade de Origem para Projetos Reais,Curso,Segurança & Governança,Intermediário,1407,2025-01-28,"Neste curso aprofundado, você aprenderá de forma estruturada sobre Linhagem de Dados e Rastreabilidade de Origem. O treinamento abrange tópicos de nível intermediário, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em Segurança & Governança.",Prof. Lucas Fernandes Prado
474,Papo de Dados Ep. 87: Desvendando Escalabilidade e Gestão de Custos em Cloud,Podcast,DevOps & Cloud,Básico,31,2025-10-18,"Episódio enriquecedor com debates aprofundados sobre Escalabilidade e Gestão de Custos em Cloud. Nesta gravação para o público de nível básico, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em DevOps & Cloud.",Dr. Marcelo Silveira Neves
475,Masterclass de Armazenamento de Documentos com MongoDB para Projetos Reais,Curso,Banco de Dados,Básico,245,2024-04-20,"Neste curso aprofundado, você aprenderá de forma estruturada sobre Armazenamento de Documentos com MongoDB. O treinamento abrange tópicos de nível básico, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em Banco de Dados.",Eng. Patrícia Moreira Viana
476,Como Obter Alta Performance Utilizando Governança e Padronização de Painéis de Indicadores,Artigo,Business Intelligence,Intermediário,29,2025-09-07,"Artigo técnico detalhado que explora Governança e Padronização de Painéis de Indicadores sob uma ótica técnica e conceitual. Focado em nível intermediário, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em Business Intelligence.",Prof. Diego Henrique Barros
477,Especialização em Sistemas de Recomendação por Similaridade com Projetos Práticos,Curso,Inteligência Artificial,Intermediário,826,2024-01-11,"Neste curso aprofundado, você aprenderá de forma estruturada sobre Sistemas de Recomendação por Similaridade. O treinamento abrange tópicos de nível intermediário, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em Inteligência Artificial.",Eng. Bruno César Pires
478,Deep Dive Ep. 131: Casos de Sucesso em Modelagem e Agregações Analíticas no SQL Lab,Podcast,Business Intelligence,Básico,62,2024-09-21,"Episódio enriquecedor com debates aprofundados sobre Modelagem e Agregações Analíticas no SQL Lab. Nesta gravação para o público de nível básico, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em Business Intelligence.",Eng. Patrícia Moreira Viana
479,Papo de Dados Ep. 85: Desvendando Pipelines de CI/CD para Engenharia de Dados,Podcast,DevOps & Cloud,Intermediário,26,2024-01-09,"Episódio enriquecedor com debates aprofundados sobre Pipelines de CI/CD para Engenharia de Dados. Nesta gravação para o público de nível intermediário, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em DevOps & Cloud.",Profa. Larissa Duarte Toledo
480,Melhores Práticas e Arquitetura de Processamento Distribuído com Apache Spark,Vídeo,Engenharia de Dados,Básico,29,2024-04-13,"Vídeo prático e objetivo apresentando a aplicação de Processamento Distribuído com Apache Spark. Em formato hands-on com nível básico, o conteúdo demonstra resolução de problemas reais, passo a passo detalhado e dicas essenciais de implementação para acelerar seu domínio em Engenharia de Dados.",Dra. Mariana Vasconcelos
481,Como Implementar Transações ACID e Controle de Concorrência Passo a Passo,Vídeo,Banco de Dados,Básico,43,2024-08-31,"Vídeo prático e objetivo apresentando a aplicação de Transações ACID e Controle de Concorrência. Em formato hands-on com nível básico, o conteúdo demonstra resolução de problemas reais, passo a passo detalhado e dicas essenciais de implementação para acelerar seu domínio em Banco de Dados.",Dra. Mariana Vasconcelos
482,Arquitetura & Código Ep. 143: Inovações em Engenharia de Recursos e Pré-processamento,Podcast,Ciência de Dados,Avançado,83,2025-10-12,"Episódio enriquecedor com debates aprofundados sobre Engenharia de Recursos e Pré-processamento. Nesta gravação para o público de nível avançado, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em Ciência de Dados.",Profa. Larissa Duarte Toledo
483,Guia Definitivo e Boas Práticas sobre Práticas de DataOps e Qualidade de Dados,Artigo,Engenharia de Dados,Intermediário,14,2024-06-11,"Artigo técnico detalhado que explora Práticas de DataOps e Qualidade de Dados sob uma ótica técnica e conceitual. Focado em nível intermediário, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em Engenharia de Dados.",Prof. Elmo Batista de Faria
484,Papo de Dados Ep. 97: Desvendando Governança de Dados para Aplicações de IA,Podcast,Segurança & Governança,Intermediário,69,2024-11-24,"Episódio enriquecedor com debates aprofundados sobre Governança de Dados para Aplicações de IA. Nesta gravação para o público de nível intermediário, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em Segurança & Governança.",Prof. Diego Henrique Barros
485,Solucionando Desafios do Dia a Dia em Monitoramento com Prometheus e Grafana,Vídeo,DevOps & Cloud,Intermediário,71,2025-05-23,"Vídeo prático e objetivo apresentando a aplicação de Monitoramento com Prometheus e Grafana. Em formato hands-on com nível intermediário, o conteúdo demonstra resolução de problemas reais, passo a passo detalhado e dicas essenciais de implementação para acelerar seu domínio em DevOps & Cloud.",Eng. Vanessa Cristina Ramos
486,Deep Dive Ep. 144: Casos de Sucesso em Previsão de Séries Temporais e Tendências,Podcast,Ciência de Dados,Intermediário,40,2024-01-28,"Episódio enriquecedor com debates aprofundados sobre Previsão de Séries Temporais e Tendências. Nesta gravação para o público de nível intermediário, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em Ciência de Dados.",Eng. Felipe Siqueira Castro
487,Como Implementar Métricas de Avaliação de Modelos Preditivos Passo a Passo,Vídeo,Ciência de Dados,Avançado,98,2024-08-25,"Vídeo prático e objetivo apresentando a aplicação de Métricas de Avaliação de Modelos Preditivos. Em formato hands-on com nível avançado, o conteúdo demonstra resolução de problemas reais, passo a passo detalhado e dicas essenciais de implementação para acelerar seu domínio em Ciência de Dados.",Eng. Thiago Pinheiro Borges
488,"Como Obter Alta Performance Utilizando Métricas de Engajamento, Retenção e Conversão",Artigo,Business Intelligence,Intermediário,11,2024-06-27,"Artigo técnico detalhado que explora Métricas de Engajamento, Retenção e Conversão sob uma ótica técnica e conceitual. Focado em nível intermediário, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em Business Intelligence.",Profa. Carla Antunes Silveira
489,Guia Definitivo e Boas Práticas sobre Análise Exploratória de Dados com Pandas,Artigo,Ciência de Dados,Básico,23,2026-06-27,"Artigo técnico detalhado que explora Análise Exploratória de Dados com Pandas sob uma ótica técnica e conceitual. Focado em nível básico, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em Ciência de Dados.",Prof. Gabriel Santana Ribeiro
490,Especialização em Linhagem de Dados e Rastreabilidade de Origem com Projetos Práticos,Curso,Segurança & Governança,Intermediário,614,2025-04-28,"Neste curso aprofundado, você aprenderá de forma estruturada sobre Linhagem de Dados e Rastreabilidade de Origem. O treinamento abrange tópicos de nível intermediário, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em Segurança & Governança.",Prof. Lucas Fernandes Prado
491,Masterclass de Fundamentos de Deep Learning com PyTorch para Projetos Reais,Curso,Inteligência Artificial,Intermediário,601,2026-05-30,"Neste curso aprofundado, você aprenderá de forma estruturada sobre Fundamentos de Deep Learning com PyTorch. O treinamento abrange tópicos de nível intermediário, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em Inteligência Artificial.",Profa. Beatriz Helena Nogueira
492,"Construindo Aplicações Robustas com Métricas de Engajamento, Retenção e Conversão",Curso,Business Intelligence,Básico,606,2025-09-09,"Neste curso aprofundado, você aprenderá de forma estruturada sobre Métricas de Engajamento, Retenção e Conversão. O treinamento abrange tópicos de nível básico, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em Business Intelligence.",Prof. Gabriel Santana Ribeiro
493,Especialização em Gerenciamento de Ambientes e Segredos em Nuvem com Projetos Práticos,Curso,DevOps & Cloud,Básico,524,2024-11-12,"Neste curso aprofundado, você aprenderá de forma estruturada sobre Gerenciamento de Ambientes e Segredos em Nuvem. O treinamento abrange tópicos de nível básico, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em DevOps & Cloud.",Profa. Carla Antunes Silveira
494,Melhores Práticas e Arquitetura de Testes Automatizados e TDD com Pytest,Vídeo,Programação & Software,Básico,35,2024-06-23,"Vídeo prático e objetivo apresentando a aplicação de Testes Automatizados e TDD com Pytest. Em formato hands-on com nível básico, o conteúdo demonstra resolução de problemas reais, passo a passo detalhado e dicas essenciais de implementação para acelerar seu domínio em Programação & Software.",Prof. Lucas Fernandes Prado
495,Guia Definitivo e Boas Práticas sobre Design de Dashboards e Eliminação de Chartjunk,Artigo,Business Intelligence,Intermediário,25,2025-05-22,"Artigo técnico detalhado que explora Design de Dashboards e Eliminação de Chartjunk sob uma ótica técnica e conceitual. Focado em nível intermediário, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em Business Intelligence.",Prof. Gabriel Santana Ribeiro
496,Papo de Dados Ep. 41: Desvendando Busca Vetorial com pgvector e Índices HNSW,Podcast,Banco de Dados,Básico,41,2026-02-26,"Episódio enriquecedor com debates aprofundados sobre Busca Vetorial com pgvector e Índices HNSW. Nesta gravação para o público de nível básico, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em Banco de Dados.",Dr. Fernando Zanin Pacheco
497,Análise Comparativa e Padrões Recomendados em Orquestração de Microsserviços com Kubernetes,Artigo,DevOps & Cloud,Básico,9,2025-07-15,"Artigo técnico detalhado que explora Orquestração de Microsserviços com Kubernetes sob uma ótica técnica e conceitual. Focado em nível básico, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em DevOps & Cloud.",Dr. André Luiz Carvalho
498,Melhores Práticas e Arquitetura de Escalabilidade e Gestão de Custos em Cloud,Vídeo,DevOps & Cloud,Intermediário,73,2026-04-29,"Vídeo prático e objetivo apresentando a aplicação de Escalabilidade e Gestão de Custos em Cloud. Em formato hands-on com nível intermediário, o conteúdo demonstra resolução de problemas reais, passo a passo detalhado e dicas essenciais de implementação para acelerar seu domínio em DevOps & Cloud.",Dra. Juliana Martins Fontes
499,Como Obter Alta Performance Utilizando Visão Computacional e Processamento de Imagens,Artigo,Inteligência Artificial,Intermediário,15,2025-05-31,"Artigo técnico detalhado que explora Visão Computacional e Processamento de Imagens sob uma ótica técnica e conceitual. Focado em nível intermediário, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em Inteligência Artificial.",Profa. Beatriz Helena Nogueira
500,Guia Rápido e Hands-on: Modelagem e Agregações Analíticas no SQL Lab,Vídeo,Business Intelligence,Intermediário,65,2025-12-13,"Vídeo prático e objetivo apresentando a aplicação de Modelagem e Agregações Analíticas no SQL Lab. Em formato hands-on com nível intermediário, o conteúdo demonstra resolução de problemas reais, passo a passo detalhado e dicas essenciais de implementação para acelerar seu domínio em Business Intelligence.",Prof. Gabriel Santana Ribeiro
501,Tech Talk Ep. 72: Melhores Práticas em Integração de Conectores com SQLAlchemy e Psycopg3,Podcast,Programação & Software,Intermediário,33,2024-12-06,"Episódio enriquecedor com debates aprofundados sobre Integração de Conectores com SQLAlchemy e Psycopg3. Nesta gravação para o público de nível intermediário, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em Programação & Software.",Dra. Renata Figueiredo Melo
502,Especialização em Governança e Ética em Sistemas de IA com Projetos Práticos,Curso,Inteligência Artificial,Básico,682,2025-11-16,"Neste curso aprofundado, você aprenderá de forma estruturada sobre Governança e Ética em Sistemas de IA. O treinamento abrange tópicos de nível básico, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em Inteligência Artificial.",Prof. Diego Henrique Barros
503,Construindo Aplicações Robustas com Embeddings Vetoriais e Representação Semântica,Curso,Inteligência Artificial,Básico,328,2025-01-13,"Neste curso aprofundado, você aprenderá de forma estruturada sobre Embeddings Vetoriais e Representação Semântica. O treinamento abrange tópicos de nível básico, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em Inteligência Artificial.",Profa. Larissa Duarte Toledo
504,Como Obter Alta Performance Utilizando Engenharia de Recursos e Pré-processamento,Artigo,Ciência de Dados,Intermediário,16,2025-10-21,"Artigo técnico detalhado que explora Engenharia de Recursos e Pré-processamento sob uma ótica técnica e conceitual. Focado em nível intermediário, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em Ciência de Dados.",Dr. Marcelo Silveira Neves
505,Guia Rápido e Hands-on: Práticas de DataOps e Qualidade de Dados,Vídeo,Engenharia de Dados,Básico,26,2024-11-23,"Vídeo prático e objetivo apresentando a aplicação de Práticas de DataOps e Qualidade de Dados. Em formato hands-on com nível básico, o conteúdo demonstra resolução de problemas reais, passo a passo detalhado e dicas essenciais de implementação para acelerar seu domínio em Engenharia de Dados.",Dr. Fernando Zanin Pacheco
506,"Melhores Práticas e Arquitetura de Python Avançado: POO, Decorators e Geradores",Vídeo,Programação & Software,Básico,20,2024-12-13,"Vídeo prático e objetivo apresentando a aplicação de Python Avançado: POO, Decorators e Geradores. Em formato hands-on com nível básico, o conteúdo demonstra resolução de problemas reais, passo a passo detalhado e dicas essenciais de implementação para acelerar seu domínio em Programação & Software.",Eng. Bruno César Pires
